Treatment,Gene,Rep,Sex,Age
18C/Std,bru-3,2,Female,114
18C/Std,bru-3,5,Female,123
18C/Std,bru-3,6,Female,108
18C/Std,bru-3,7,Female,84
18C/Std,bru-3,8,Female,1
18C/Std,bru-3,10,Female,7
18C/Std,bru-3,11,Female,122
18C/Std,bru-3,14,Female,135
18C/Std,bru-3,16,Female,123
18C/Std,bru-3,18,Female,147
18C/Std,bru-3,20,Female,126
18C/Std,bru-3,21,Female,9
18C/Std,bru-3,22,Female,147
18C/Std,bru-3,26,Female,114
18C/Std,bru-3,27,Female,128
18C/Std,bru-3,28,Female,112
18C/Std,bru-3,29,Female,112
18C/Std,bru-3,30,Female,112
18C/Std,bru-3,31,Female,126
18C/Std,bru-3,33,Female,121
18C/Std,bru-3,34,Female,128
18C/Std,bru-3,35,Female,119
18C/Std,bru-3,37,Female,112
18C/Std,bru-3,38,Female,133
18C/Std,bru-3,39,Female,128
18C/Std,bru-3,40,Female,7
18C/Std,bru-3,41,Female,107
18C/Std,bru-3,44,Female,11
18C/Std,bru-3,45,Female,128
18C/Std,bru-3,46,Female,119
18C/Std,bru-3,47,Female,23
18C/Std,bru-3,1,Female,8
18C/Std,bru-3,2,Female,126
18C/Std,bru-3,3,Female,185
18C/Std,bru-3,5,Female,133
18C/Std,bru-3,7,Female,101
18C/Std,bru-3,8,Female,120
18C/Std,bru-3,10,Female,81
18C/Std,bru-3,11,Female,142
18C/Std,bru-3,14,Female,142
18C/Std,bru-3,16,Female,126
18C/Std,bru-3,17,Female,147
18C/Std,bru-3,18,Female,147
18C/Std,bru-3,20,Female,140
18C/Std,bru-3,21,Female,11
18C/Std,bru-3,22,Female,147
18C/Std,bru-3,23,Female,133
18C/Std,bru-3,25,Female,119
18C/Std,bru-3,26,Female,142
18C/Std,bru-3,27,Female,154
18C/Std,bru-3,28,Female,133
18C/Std,bru-3,29,Female,121
18C/Std,bru-3,30,Female,112
18C/Std,bru-3,31,Female,140
18C/Std,bru-3,33,Female,121
18C/Std,bru-3,34,Female,154
18C/Std,bru-3,35,Female,128
18C/Std,bru-3,36,Female,128
18C/Std,bru-3,37,Female,149
18C/Std,bru-3,38,Female,140
18C/Std,bru-3,39,Female,147
18C/Std,bru-3,40,Female,119
18C/Std,bru-3,41,Female,142
18C/Std,bru-3,42,Female,100
18C/Std,bru-3,44,Female,105
18C/Std,bru-3,45,Female,140
18C/Std,bru-3,46,Female,135
18C/Std,bru-3,47,Female,119
18C/Std,bru-3,48,Female,102
18C/Std,bru-3,1,Female,147
18C/Std,bru-3,2,Female,130
18C/Std,bru-3,3,Female,190
18C/Std,bru-3,5,Female,142
18C/Std,bru-3,6,Female,161
18C/Std,bru-3,7,Female,123
18C/Std,bru-3,8,Female,121
18C/Std,bru-3,10,Female,154
18C/Std,bru-3,11,Female,154
18C/Std,bru-3,14,Female,156
18C/Std,bru-3,16,Female,133
18C/Std,bru-3,17,Female,147
18C/Std,bru-3,18,Female,155
18C/Std,bru-3,20,Female,141
18C/Std,bru-3,22,Female,154
18C/Std,bru-3,23,Female,141
18C/Std,bru-3,25,Female,147
18C/Std,bru-3,26,Female,154
18C/Std,bru-3,27,Female,168
18C/Std,bru-3,28,Female,133
18C/Std,bru-3,29,Female,123
18C/Std,bru-3,30,Female,128
18C/Std,bru-3,31,Female,158
18C/Std,bru-3,33,Female,142
18C/Std,bru-3,34,Female,162
18C/Std,bru-3,35,Female,147
18C/Std,bru-3,36,Female,154
18C/Std,bru-3,37,Female,154
18C/Std,bru-3,38,Female,144
18C/Std,bru-3,39,Female,161
18C/Std,bru-3,40,Female,126
18C/Std,bru-3,41,Female,149
18C/Std,bru-3,42,Female,126
18C/Std,bru-3,44,Female,140
18C/Std,bru-3,45,Female,154
18C/Std,bru-3,46,Female,142
18C/Std,bru-3,47,Female,128
18C/Std,bru-3,48,Female,107
18C/Std,bru-3,1,Male,72
18C/Std,bru-3,2,Male,112
18C/Std,bru-3,5,Male,15
18C/Std,bru-3,6,Male,119
18C/Std,bru-3,7,Male,74
18C/Std,bru-3,11,Male,147
18C/Std,bru-3,12,Male,9
18C/Std,bru-3,14,Male,112
18C/Std,bru-3,17,Male,74
18C/Std,bru-3,18,Male,120
18C/Std,bru-3,20,Male,49
18C/Std,bru-3,22,Male,9
18C/Std,bru-3,23,Male,18
18C/Std,bru-3,25,Male,49
18C/Std,bru-3,26,Male,119
18C/Std,bru-3,28,Male,119
18C/Std,bru-3,30,Male,105
18C/Std,bru-3,31,Male,84
18C/Std,bru-3,33,Male,109
18C/Std,bru-3,35,Male,4
18C/Std,bru-3,36,Male,4
18C/Std,bru-3,39,Male,42
18C/Std,bru-3,40,Male,119
18C/Std,bru-3,41,Male,7
18C/Std,bru-3,44,Male,93
18C/Std,bru-3,45,Male,140
18C/Std,bru-3,46,Male,100
18C/Std,bru-3,47,Male,109
18C/Std,bru-3,48,Male,112
18C/Std,bru-3,1,Male,119
18C/Std,bru-3,2,Male,119
18C/Std,bru-3,3,Male,81
18C/Std,bru-3,5,Male,140
18C/Std,bru-3,6,Male,158
18C/Std,bru-3,7,Male,106
18C/Std,bru-3,8,Male,126
18C/Std,bru-3,10,Male,147
18C/Std,bru-3,11,Male,168
18C/Std,bru-3,12,Male,81
18C/Std,bru-3,14,Male,129
18C/Std,bru-3,16,Male,128
18C/Std,bru-3,18,Male,129
18C/Std,bru-3,23,Male,148
18C/Std,bru-3,25,Male,116
18C/Std,bru-3,26,Male,140
18C/Std,bru-3,27,Male,151
18C/Std,bru-3,28,Male,162
18C/Std,bru-3,29,Male,112
18C/Std,bru-3,30,Male,128
18C/Std,bru-3,33,Male,163
18C/Std,bru-3,34,Male,102
18C/Std,bru-3,35,Male,119
18C/Std,bru-3,37,Male,63
18C/Std,bru-3,38,Male,119
18C/Std,bru-3,39,Male,119
18C/Std,bru-3,40,Male,119
18C/Std,bru-3,41,Male,119
18C/Std,bru-3,42,Male,93
18C/Std,bru-3,44,Male,119
18C/Std,bru-3,45,Male,154
18C/Std,bru-3,46,Male,119
18C/Std,bru-3,47,Male,119
18C/Std,bru-3,48,Male,128
18C/Std,bru-3,1,Male,147
18C/Std,bru-3,2,Male,122
18C/Std,bru-3,3,Male,105
18C/Std,bru-3,5,Male,157
18C/Std,bru-3,6,Male,168
18C/Std,bru-3,7,Male,107
18C/Std,bru-3,8,Male,140
18C/Std,bru-3,10,Male,158
18C/Std,bru-3,11,Male,185
18C/Std,bru-3,14,Male,147
18C/Std,bru-3,16,Male,154
18C/Std,bru-3,17,Male,119
18C/Std,bru-3,18,Male,136
18C/Std,bru-3,20,Male,126
18C/Std,bru-3,22,Male,142
18C/Std,bru-3,23,Male,154
18C/Std,bru-3,25,Male,119
18C/Std,bru-3,26,Male,154
18C/Std,bru-3,27,Male,168
18C/Std,bru-3,28,Male,170
18C/Std,bru-3,29,Male,116
18C/Std,bru-3,30,Male,186
18C/Std,bru-3,31,Male,133
18C/Std,bru-3,33,Male,183
18C/Std,bru-3,34,Male,128
18C/Std,bru-3,35,Male,156
18C/Std,bru-3,36,Male,165
18C/Std,bru-3,37,Male,114
18C/Std,bru-3,38,Male,172
18C/Std,bru-3,39,Male,161
18C/Std,bru-3,40,Male,126
18C/Std,bru-3,41,Male,140
18C/Std,bru-3,42,Male,98
18C/Std,bru-3,44,Male,130
18C/Std,bru-3,45,Male,156
18C/Std,bru-3,46,Male,140
18C/Std,bru-3,47,Male,147
18C/Std,CG11828,1,Female,98
18C/Std,CG11828,2,Female,122
18C/Std,CG11828,3,Female,147
18C/Std,CG11828,4,Female,128
18C/Std,CG11828,5,Female,92
18C/Std,CG11828,6,Female,7
18C/Std,CG11828,7,Female,122
18C/Std,CG11828,9,Female,119
18C/Std,CG11828,11,Female,4
18C/Std,CG11828,14,Female,99
18C/Std,CG11828,17,Female,112
18C/Std,CG11828,19,Female,74
18C/Std,CG11828,20,Female,147
18C/Std,CG11828,24,Female,121
18C/Std,CG11828,28,Female,119
18C/Std,CG11828,29,Female,49
18C/Std,CG11828,30,Female,128
18C/Std,CG11828,32,Female,119
18C/Std,CG11828,34,Female,16
18C/Std,CG11828,35,Female,49
18C/Std,CG11828,36,Female,91
18C/Std,CG11828,37,Female,130
18C/Std,CG11828,38,Female,49
18C/Std,CG11828,39,Female,14
18C/Std,CG11828,40,Female,105
18C/Std,CG11828,42,Female,77
18C/Std,CG11828,43,Female,133
18C/Std,CG11828,45,Female,119
18C/Std,CG11828,46,Female,107
18C/Std,CG11828,1,Female,130
18C/Std,CG11828,2,Female,135
18C/Std,CG11828,3,Female,163
18C/Std,CG11828,4,Female,140
18C/Std,CG11828,5,Female,106
18C/Std,CG11828,6,Female,105
18C/Std,CG11828,7,Female,140
18C/Std,CG11828,8,Female,99
18C/Std,CG11828,9,Female,126
18C/Std,CG11828,11,Female,147
18C/Std,CG11828,12,Female,115
18C/Std,CG11828,13,Female,119
18C/Std,CG11828,14,Female,114
18C/Std,CG11828,16,Female,114
18C/Std,CG11828,17,Female,149
18C/Std,CG11828,19,Female,88
18C/Std,CG11828,20,Female,147
18C/Std,CG11828,23,Female,115
18C/Std,CG11828,24,Female,122
18C/Std,CG11828,25,Female,49
18C/Std,CG11828,26,Female,126
18C/Std,CG11828,28,Female,128
18C/Std,CG11828,29,Female,49
18C/Std,CG11828,30,Female,140
18C/Std,CG11828,31,Female,100
18C/Std,CG11828,32,Female,142
18C/Std,CG11828,33,Female,119
18C/Std,CG11828,34,Female,105
18C/Std,CG11828,35,Female,123
18C/Std,CG11828,36,Female,134
18C/Std,CG11828,37,Female,154
18C/Std,CG11828,39,Female,119
18C/Std,CG11828,40,Female,114
18C/Std,CG11828,41,Female,128
18C/Std,CG11828,42,Female,119
18C/Std,CG11828,43,Female,147
18C/Std,CG11828,44,Female,105
18C/Std,CG11828,45,Female,121
18C/Std,CG11828,46,Female,112
18C/Std,CG11828,47,Female,112
18C/Std,CG11828,48,Female,72
18C/Std,CG11828,1,Female,161
18C/Std,CG11828,2,Female,144
18C/Std,CG11828,3,Female,168
18C/Std,CG11828,4,Female,147
18C/Std,CG11828,5,Female,122
18C/Std,CG11828,6,Female,133
18C/Std,CG11828,7,Female,147
18C/Std,CG11828,8,Female,126
18C/Std,CG11828,9,Female,127
18C/Std,CG11828,11,Female,147
18C/Std,CG11828,12,Female,126
18C/Std,CG11828,13,Female,119
18C/Std,CG11828,14,Female,128
18C/Std,CG11828,16,Female,133
18C/Std,CG11828,17,Female,154
18C/Std,CG11828,19,Female,112
18C/Std,CG11828,20,Female,147
18C/Std,CG11828,23,Female,147
18C/Std,CG11828,24,Female,126
18C/Std,CG11828,25,Female,98
18C/Std,CG11828,26,Female,133
18C/Std,CG11828,28,Female,154
18C/Std,CG11828,29,Female,105
18C/Std,CG11828,30,Female,147
18C/Std,CG11828,31,Female,128
18C/Std,CG11828,32,Female,147
18C/Std,CG11828,33,Female,128
18C/Std,CG11828,34,Female,135
18C/Std,CG11828,35,Female,133
18C/Std,CG11828,36,Female,151
18C/Std,CG11828,37,Female,161
18C/Std,CG11828,38,Female,126
18C/Std,CG11828,39,Female,137
18C/Std,CG11828,40,Female,119
18C/Std,CG11828,41,Female,128
18C/Std,CG11828,42,Female,128
18C/Std,CG11828,43,Female,147
18C/Std,CG11828,44,Female,128
18C/Std,CG11828,45,Female,154
18C/Std,CG11828,46,Female,135
18C/Std,CG11828,47,Female,161
18C/Std,CG11828,48,Female,126
18C/Std,CG11828,1,Male,64
18C/Std,CG11828,2,Male,119
18C/Std,CG11828,4,Male,7
18C/Std,CG11828,5,Male,105
18C/Std,CG11828,8,Male,158
18C/Std,CG11828,11,Male,120
18C/Std,CG11828,12,Male,99
18C/Std,CG11828,13,Male,91
18C/Std,CG11828,14,Male,87
18C/Std,CG11828,17,Male,157
18C/Std,CG11828,19,Male,98
18C/Std,CG11828,23,Male,122
18C/Std,CG11828,25,Male,140
18C/Std,CG11828,26,Male,107
18C/Std,CG11828,28,Male,135
18C/Std,CG11828,30,Male,154
18C/Std,CG11828,33,Male,16
18C/Std,CG11828,35,Male,87
18C/Std,CG11828,37,Male,119
18C/Std,CG11828,38,Male,7
18C/Std,CG11828,40,Male,109
18C/Std,CG11828,46,Male,112
18C/Std,CG11828,48,Male,126
18C/Std,CG11828,1,Male,155
18C/Std,CG11828,2,Male,126
18C/Std,CG11828,3,Male,79
18C/Std,CG11828,4,Male,129
18C/Std,CG11828,5,Male,119
18C/Std,CG11828,6,Male,135
18C/Std,CG11828,7,Male,147
18C/Std,CG11828,8,Male,168
18C/Std,CG11828,9,Male,91
18C/Std,CG11828,11,Male,144
18C/Std,CG11828,12,Male,105
18C/Std,CG11828,13,Male,105
18C/Std,CG11828,14,Male,105
18C/Std,CG11828,16,Male,137
18C/Std,CG11828,17,Male,164
18C/Std,CG11828,19,Male,112
18C/Std,CG11828,20,Male,9
18C/Std,CG11828,23,Male,129
18C/Std,CG11828,24,Male,141
18C/Std,CG11828,25,Male,140
18C/Std,CG11828,26,Male,107
18C/Std,CG11828,28,Male,162
18C/Std,CG11828,29,Male,84
18C/Std,CG11828,30,Male,171
18C/Std,CG11828,32,Male,119
18C/Std,CG11828,34,Male,105
18C/Std,CG11828,35,Male,91
18C/Std,CG11828,36,Male,70
18C/Std,CG11828,37,Male,147
18C/Std,CG11828,38,Male,164
18C/Std,CG11828,40,Male,119
18C/Std,CG11828,41,Male,112
18C/Std,CG11828,42,Male,91
18C/Std,CG11828,43,Male,51
18C/Std,CG11828,44,Male,123
18C/Std,CG11828,45,Male,140
18C/Std,CG11828,46,Male,128
18C/Std,CG11828,47,Male,119
18C/Std,CG11828,48,Male,128
18C/Std,CG11828,1,Male,158
18C/Std,CG11828,2,Male,149
18C/Std,CG11828,3,Male,158
18C/Std,CG11828,4,Male,169
18C/Std,CG11828,5,Male,128
18C/Std,CG11828,6,Male,169
18C/Std,CG11828,7,Male,182
18C/Std,CG11828,8,Male,192
18C/Std,CG11828,9,Male,165
18C/Std,CG11828,11,Male,154
18C/Std,CG11828,12,Male,109
18C/Std,CG11828,13,Male,154
18C/Std,CG11828,14,Male,114
18C/Std,CG11828,16,Male,156
18C/Std,CG11828,17,Male,168
18C/Std,CG11828,19,Male,142
18C/Std,CG11828,20,Male,141
18C/Std,CG11828,23,Male,182
18C/Std,CG11828,24,Male,168
18C/Std,CG11828,25,Male,147
18C/Std,CG11828,26,Male,121
18C/Std,CG11828,28,Male,171
18C/Std,CG11828,29,Male,112
18C/Std,CG11828,30,Male,175
18C/Std,CG11828,32,Male,121
18C/Std,CG11828,33,Male,95
18C/Std,CG11828,34,Male,119
18C/Std,CG11828,35,Male,116
18C/Std,CG11828,36,Male,79
18C/Std,CG11828,37,Male,177
18C/Std,CG11828,38,Male,178
18C/Std,CG11828,40,Male,119
18C/Std,CG11828,41,Male,128
18C/Std,CG11828,42,Male,108
18C/Std,CG11828,43,Male,119
18C/Std,CG11828,44,Male,137
18C/Std,CG11828,45,Male,144
18C/Std,CG11828,46,Male,161
18C/Std,CG11828,47,Male,128
18C/Std,CG11828,48,Male,168
18C/Std,CG13921,2,Female,150
18C/Std,CG13921,3,Female,117
18C/Std,CG13921,4,Female,73
18C/Std,CG13921,5,Female,70
18C/Std,CG13921,6,Female,102
18C/Std,CG13921,8,Female,154
18C/Std,CG13921,9,Female,123
18C/Std,CG13921,12,Female,163
18C/Std,CG13921,18,Female,98
18C/Std,CG13921,20,Female,147
18C/Std,CG13921,22,Female,105
18C/Std,CG13921,23,Female,141
18C/Std,CG13921,25,Female,157
18C/Std,CG13921,27,Female,108
18C/Std,CG13921,28,Female,96
18C/Std,CG13921,34,Female,161
18C/Std,CG13921,36,Female,126
18C/Std,CG13921,37,Female,161
18C/Std,CG13921,38,Female,14
18C/Std,CG13921,39,Female,122
18C/Std,CG13921,41,Female,51
18C/Std,CG13921,44,Female,7
18C/Std,CG13921,45,Female,154
18C/Std,CG13921,46,Female,60
18C/Std,CG13921,2,Female,150
18C/Std,CG13921,3,Female,171
18C/Std,CG13921,4,Female,117
18C/Std,CG13921,5,Female,133
18C/Std,CG13921,6,Female,171
18C/Std,CG13921,7,Female,70
18C/Std,CG13921,8,Female,164
18C/Std,CG13921,9,Female,147
18C/Std,CG13921,12,Female,168
18C/Std,CG13921,13,Female,140
18C/Std,CG13921,15,Female,99
18C/Std,CG13921,16,Female,9
18C/Std,CG13921,17,Female,105
18C/Std,CG13921,18,Female,122
18C/Std,CG13921,20,Female,176
18C/Std,CG13921,22,Female,133
18C/Std,CG13921,23,Female,151
18C/Std,CG13921,24,Female,108
18C/Std,CG13921,25,Female,151
18C/Std,CG13921,26,Female,131
18C/Std,CG13921,27,Female,154
18C/Std,CG13921,28,Female,143
18C/Std,CG13921,30,Female,167
18C/Std,CG13921,31,Female,131
18C/Std,CG13921,32,Female,16
18C/Std,CG13921,33,Female,112
18C/Std,CG13921,34,Female,175
18C/Std,CG13921,36,Female,143
18C/Std,CG13921,37,Female,161
18C/Std,CG13921,38,Female,63
18C/Std,CG13921,39,Female,128
18C/Std,CG13921,40,Female,121
18C/Std,CG13921,41,Female,140
18C/Std,CG13921,42,Female,58
18C/Std,CG13921,43,Female,168
18C/Std,CG13921,44,Female,128
18C/Std,CG13921,45,Female,164
18C/Std,CG13921,48,Female,140
18C/Std,CG13921,2,Female,159
18C/Std,CG13921,3,Female,178
18C/Std,CG13921,4,Female,117
18C/Std,CG13921,5,Female,143
18C/Std,CG13921,6,Female,171
18C/Std,CG13921,7,Female,115
18C/Std,CG13921,8,Female,175
18C/Std,CG13921,9,Female,147
18C/Std,CG13921,12,Female,189
18C/Std,CG13921,13,Female,161
18C/Std,CG13921,15,Female,106
18C/Std,CG13921,16,Female,109
18C/Std,CG13921,17,Female,106
18C/Std,CG13921,18,Female,135
18C/Std,CG13921,20,Female,178
18C/Std,CG13921,22,Female,144
18C/Std,CG13921,23,Female,168
18C/Std,CG13921,24,Female,119
18C/Std,CG13921,25,Female,164
18C/Std,CG13921,26,Female,164
18C/Std,CG13921,27,Female,161
18C/Std,CG13921,28,Female,171
18C/Std,CG13921,30,Female,172
18C/Std,CG13921,31,Female,145
18C/Std,CG13921,32,Female,182
18C/Std,CG13921,33,Female,185
18C/Std,CG13921,34,Female,175
18C/Std,CG13921,36,Female,175
18C/Std,CG13921,37,Female,176
18C/Std,CG13921,39,Female,169
18C/Std,CG13921,40,Female,154
18C/Std,CG13921,41,Female,141
18C/Std,CG13921,42,Female,58
18C/Std,CG13921,43,Female,171
18C/Std,CG13921,44,Female,130
18C/Std,CG13921,45,Female,175
18C/Std,CG13921,46,Female,88
18C/Std,CG13921,48,Female,156
18C/Std,CG13921,2,Male,94
18C/Std,CG13921,3,Male,108
18C/Std,CG13921,4,Male,157
18C/Std,CG13921,6,Male,150
18C/Std,CG13921,7,Male,117
18C/Std,CG13921,8,Male,147
18C/Std,CG13921,9,Male,126
18C/Std,CG13921,12,Male,126
18C/Std,CG13921,16,Male,112
18C/Std,CG13921,17,Male,154
18C/Std,CG13921,20,Male,49
18C/Std,CG13921,22,Male,127
18C/Std,CG13921,24,Male,51
18C/Std,CG13921,27,Male,143
18C/Std,CG13921,36,Male,119
18C/Std,CG13921,38,Male,161
18C/Std,CG13921,40,Male,95
18C/Std,CG13921,41,Male,21
18C/Std,CG13921,42,Male,18
18C/Std,CG13921,44,Male,168
18C/Std,CG13921,45,Male,121
18C/Std,CG13921,46,Male,63
18C/Std,CG13921,2,Male,157
18C/Std,CG13921,3,Male,117
18C/Std,CG13921,4,Male,182
18C/Std,CG13921,5,Male,94
18C/Std,CG13921,6,Male,150
18C/Std,CG13921,7,Male,117
18C/Std,CG13921,8,Male,149
18C/Std,CG13921,9,Male,190
18C/Std,CG13921,13,Male,84
18C/Std,CG13921,15,Male,128
18C/Std,CG13921,16,Male,176
18C/Std,CG13921,17,Male,161
18C/Std,CG13921,18,Male,122
18C/Std,CG13921,20,Male,37
18C/Std,CG13921,22,Male,147
18C/Std,CG13921,23,Male,168
18C/Std,CG13921,24,Male,114
18C/Std,CG13921,25,Male,119
18C/Std,CG13921,26,Male,131
18C/Std,CG13921,27,Male,157
18C/Std,CG13921,28,Male,124
18C/Std,CG13921,30,Male,54
18C/Std,CG13921,31,Male,115
18C/Std,CG13921,32,Male,11
18C/Std,CG13921,33,Male,119
18C/Std,CG13921,36,Male,147
18C/Std,CG13921,37,Male,151
18C/Std,CG13921,38,Male,177
18C/Std,CG13921,39,Male,151
18C/Std,CG13921,40,Male,168
18C/Std,CG13921,42,Male,112
18C/Std,CG13921,43,Male,126
18C/Std,CG13921,44,Male,186
18C/Std,CG13921,45,Male,161
18C/Std,CG13921,46,Male,161
18C/Std,CG13921,3,Male,150
18C/Std,CG13921,4,Male,195
18C/Std,CG13921,5,Male,164
18C/Std,CG13921,6,Male,189
18C/Std,CG13921,7,Male,157
18C/Std,CG13921,8,Male,154
18C/Std,CG13921,9,Male,191
18C/Std,CG13921,12,Male,185
18C/Std,CG13921,13,Male,182
18C/Std,CG13921,15,Male,154
18C/Std,CG13921,17,Male,189
18C/Std,CG13921,18,Male,123
18C/Std,CG13921,20,Male,45
18C/Std,CG13921,22,Male,192
18C/Std,CG13921,23,Male,182
18C/Std,CG13921,24,Male,140
18C/Std,CG13921,25,Male,129
18C/Std,CG13921,26,Male,175
18C/Std,CG13921,27,Male,164
18C/Std,CG13921,28,Male,150
18C/Std,CG13921,30,Male,66
18C/Std,CG13921,31,Male,154
18C/Std,CG13921,32,Male,168
18C/Std,CG13921,33,Male,182
18C/Std,CG13921,36,Male,156
18C/Std,CG13921,37,Male,156
18C/Std,CG13921,38,Male,185
18C/Std,CG13921,39,Male,171
18C/Std,CG13921,40,Male,168
18C/Std,CG13921,41,Male,147
18C/Std,CG13921,42,Male,147
18C/Std,CG13921,43,Male,169
18C/Std,CG13921,44,Male,191
18C/Std,CG13921,45,Male,162
18C/Std,CG13921,46,Male,168
18C/Std,CG42750,1,Female,90
18C/Std,CG42750,2,Female,124
18C/Std,CG42750,3,Female,102
18C/Std,CG42750,4,Female,101
18C/Std,CG42750,5,Female,115
18C/Std,CG42750,7,Female,152
18C/Std,CG42750,9,Female,67
18C/Std,CG42750,11,Female,101
18C/Std,CG42750,12,Female,46
18C/Std,CG42750,16,Female,108
18C/Std,CG42750,17,Female,144
18C/Std,CG42750,19,Female,122
18C/Std,CG42750,20,Female,91
18C/Std,CG42750,23,Female,59
18C/Std,CG42750,24,Female,136
18C/Std,CG42750,26,Female,33
18C/Std,CG42750,27,Female,66
18C/Std,CG42750,28,Female,101
18C/Std,CG42750,33,Female,63
18C/Std,CG42750,35,Female,122
18C/Std,CG42750,39,Female,47
18C/Std,CG42750,41,Female,89
18C/Std,CG42750,47,Female,121
18C/Std,CG42750,48,Female,63
18C/Std,CG42750,1,Female,117
18C/Std,CG42750,2,Female,124
18C/Std,CG42750,3,Female,117
18C/Std,CG42750,4,Female,145
18C/Std,CG42750,6,Female,104
18C/Std,CG42750,7,Female,157
18C/Std,CG42750,9,Female,77
18C/Std,CG42750,10,Female,104
18C/Std,CG42750,11,Female,124
18C/Std,CG42750,12,Female,52
18C/Std,CG42750,13,Female,122
18C/Std,CG42750,14,Female,98
18C/Std,CG42750,16,Female,109
18C/Std,CG42750,17,Female,150
18C/Std,CG42750,19,Female,122
18C/Std,CG42750,20,Female,101
18C/Std,CG42750,22,Female,129
18C/Std,CG42750,23,Female,87
18C/Std,CG42750,24,Female,147
18C/Std,CG42750,25,Female,124
18C/Std,CG42750,26,Female,132
18C/Std,CG42750,27,Female,101
18C/Std,CG42750,28,Female,122
18C/Std,CG42750,30,Female,105
18C/Std,CG42750,31,Female,94
18C/Std,CG42750,32,Female,94
18C/Std,CG42750,33,Female,101
18C/Std,CG42750,34,Female,94
18C/Std,CG42750,35,Female,143
18C/Std,CG42750,37,Female,96
18C/Std,CG42750,40,Female,98
18C/Std,CG42750,41,Female,122
18C/Std,CG42750,42,Female,105
18C/Std,CG42750,43,Female,62
18C/Std,CG42750,44,Female,131
18C/Std,CG42750,47,Female,126
18C/Std,CG42750,48,Female,63
18C/Std,CG42750,1,Female,157
18C/Std,CG42750,2,Female,129
18C/Std,CG42750,3,Female,122
18C/Std,CG42750,4,Female,147
18C/Std,CG42750,5,Female,124
18C/Std,CG42750,6,Female,122
18C/Std,CG42750,7,Female,157
18C/Std,CG42750,9,Female,181
18C/Std,CG42750,10,Female,125
18C/Std,CG42750,11,Female,143
18C/Std,CG42750,13,Female,160
18C/Std,CG42750,14,Female,122
18C/Std,CG42750,16,Female,143
18C/Std,CG42750,17,Female,179
18C/Std,CG42750,19,Female,124
18C/Std,CG42750,20,Female,129
18C/Std,CG42750,22,Female,147
18C/Std,CG42750,23,Female,102
18C/Std,CG42750,24,Female,154
18C/Std,CG42750,25,Female,139
18C/Std,CG42750,26,Female,143
18C/Std,CG42750,27,Female,111
18C/Std,CG42750,28,Female,152
18C/Std,CG42750,30,Female,146
18C/Std,CG42750,31,Female,94
18C/Std,CG42750,32,Female,94
18C/Std,CG42750,33,Female,115
18C/Std,CG42750,34,Female,108
18C/Std,CG42750,35,Female,157
18C/Std,CG42750,37,Female,138
18C/Std,CG42750,39,Female,73
18C/Std,CG42750,40,Female,165
18C/Std,CG42750,41,Female,147
18C/Std,CG42750,42,Female,154
18C/Std,CG42750,43,Female,73
18C/Std,CG42750,44,Female,136
18C/Std,CG42750,48,Female,98
18C/Std,CG42750,1,Male,117
18C/Std,CG42750,3,Male,111
18C/Std,CG42750,4,Male,115
18C/Std,CG42750,5,Male,6
18C/Std,CG42750,6,Male,90
18C/Std,CG42750,7,Male,103
18C/Std,CG42750,9,Male,77
18C/Std,CG42750,10,Male,125
18C/Std,CG42750,11,Male,124
18C/Std,CG42750,13,Male,73
18C/Std,CG42750,14,Male,101
18C/Std,CG42750,19,Male,124
18C/Std,CG42750,20,Male,108
18C/Std,CG42750,22,Male,129
18C/Std,CG42750,24,Male,123
18C/Std,CG42750,26,Male,84
18C/Std,CG42750,28,Male,54
18C/Std,CG42750,31,Male,122
18C/Std,CG42750,32,Male,82
18C/Std,CG42750,37,Male,4
18C/Std,CG42750,39,Male,94
18C/Std,CG42750,43,Male,45
18C/Std,CG42750,48,Male,63
18C/Std,CG42750,1,Male,125
18C/Std,CG42750,2,Male,6
18C/Std,CG42750,3,Male,117
18C/Std,CG42750,4,Male,124
18C/Std,CG42750,5,Male,150
18C/Std,CG42750,6,Male,98
18C/Std,CG42750,7,Male,115
18C/Std,CG42750,10,Male,195
18C/Std,CG42750,11,Male,150
18C/Std,CG42750,13,Male,110
18C/Std,CG42750,14,Male,150
18C/Std,CG42750,16,Male,143
18C/Std,CG42750,17,Male,147
18C/Std,CG42750,19,Male,125
18C/Std,CG42750,20,Male,145
18C/Std,CG42750,22,Male,144
18C/Std,CG42750,23,Male,122
18C/Std,CG42750,24,Male,140
18C/Std,CG42750,25,Male,73
18C/Std,CG42750,26,Male,152
18C/Std,CG42750,27,Male,66
18C/Std,CG42750,30,Male,82
18C/Std,CG42750,31,Male,150
18C/Std,CG42750,32,Male,87
18C/Std,CG42750,33,Male,77
18C/Std,CG42750,34,Male,112
18C/Std,CG42750,35,Male,66
18C/Std,CG42750,37,Male,164
18C/Std,CG42750,39,Male,129
18C/Std,CG42750,40,Male,96
18C/Std,CG42750,41,Male,160
18C/Std,CG42750,42,Male,164
18C/Std,CG42750,44,Male,153
18C/Std,CG42750,47,Male,128
18C/Std,CG42750,48,Male,161
18C/Std,CG42750,1,Male,139
18C/Std,CG42750,2,Male,117
18C/Std,CG42750,3,Male,166
18C/Std,CG42750,4,Male,136
18C/Std,CG42750,5,Male,161
18C/Std,CG42750,6,Male,115
18C/Std,CG42750,7,Male,143
